Device_ID,User Switch,Flash,Temperature Sensor,Temperature,Humidity,Radio,Sleep Current (uA),Date
H4202628,1,1,1,27.6,67,1,3.0987007,15:02:2024 14:44:46
H4202629,1,1,1,27.3,65,1,3.836006,15:02:2024 14:27:59
H4202630,1,1,1,26.6,66,1,3.7900004,15:02:2024 14:09:12
H4202631,1,1,1,27.1,66,1,3.85,15:02:2024 13:21:45
H4202632,1,1,1,26.6,65,1,3.4804779,15:02:2024 14:09:46
H4202633,1,1,1,26.9,65,1,3.400579,15:02:2024 14:03:34
H4202634,1,1,1,26.6,65,1,3.3009985,15:02:2024 13:28:51
H4202635,1,1,1,26.6,65,1,3.0078095,15:02:2024 13:35:09
H4202636,1,1,1,27.3,65,1,3.7434583,15:02:2024 14:23:31
H4202637,1,1,1,26.4,66,1,3.03348,15:02:2024 14:42:31
H4202638,1,1,1,26.6,65,1,3.4050583,15:02:2024 14:45:56
H4202639,1,1,1,26.9,66,1,3.0305046,15:02:2024 14:08:35
H4202640,1,1,1,27.3,66,1,3.436439,15:02:2024 14:18:00
H4202641,1,1,1,27.1,65,1,3.304406,15:02:2024 14:29:30
H4202642,1,1,1,26.9,64,1,3.5090003,15:02:2024 13:31:40
H4202643,1,1,1,27.4,65,1,3.6370597,15:02:2024 13:17:57
H4202644,1,1,1,27.3,65,1,3.3460055,15:02:2024 14:15:21
H4202645,1,1,1,27.1,66,1,3.0653808,15:02:2024 14:34:26
H4202646,1,1,1,27.2,64,1,3.0040806,15:02:2024 13:23:49
H4202647,1,1,1,26.9,66,1,3.9688908,15:02:2024 13:48:37
H4202648,1,1,1,27,66,1,3.4809004,15:02:2024 13:29:56
H4202649,1,1,1,27,66,1,3.5300567,15:02:2024 14:01:43
H4202650,1,1,1,27.5,66,1,3.8950088,15:02:2024 14:07:59
H4202651,1,1,1,26.7,65,1,3.7030737,15:02:2024 13:54:04
H4202652,1,1,1,27.5,65,1,3.370809,15:02:2024 14:26:52
H4202653,1,1,1,27.1,65,1,3.4870065,15:02:2024 13:34:04
H4202654,1,1,1,27.3,66,1,3.56094,15:02:2024 14:13:03
H4202655,1,1,1,27,64,1,5.0039807,15:02:2024 14:13:36
H4202656,1,1,1,26.7,66,1,3.4040568,15:02:2024 13:35:41
H4202657,1,1,1,26.7,65,1,4.943435,15:02:2024 14:14:09
H4202658,1,1,1,26.7,66,1,5.0407003,15:02:2024 14:24:08
H4202659,1,1,1,26.9,66,1,5.008539,15:02:2024 14:33:52
H4202660,1,1,1,27,64,1,5.060049,15:02:2024 14:27:25
H4202661,1,1,1,27.1,66,1,3.4098639,15:02:2024 14:36:33
H4202662,1,1,1,26.9,64,1,5.6085654,15:02:2024 14:47:05
H4202663,1,1,1,27.1,65,1,3.6863734,15:02:2024 13:26:24
H4202664,1,1,1,26.6,65,1,4.708303,15:02:2024 14:04:09
H4202665,1,1,1,26.7,66,1,4.900007,15:02:2024 13:33:32
H4202666,1,1,1,26.8,65,1,5.0608664,15:02:2024 14:05:53
H4202667,1,1,1,26.6,66,1,3.48006,15:02:2024 14:21:25
H4202668,1,1,1,27,66,1,5.0897987,15:02:2024 13:58:34
H4202669,1,1,1,26.9,65,1,5.00577,15:02:2024 13:32:25
H4202670,1,1,1,26.7,66,1,3.4399,15:02:2024 13:57:19
H4202671,1,1,1,26.6,65,1,4.3960778,15:02:2024 14:41:55
H4202672,1,1,1,26.5,66,1,5.0363058,15:02:2024 13:19:11
H4202673,1,1,1,27.1,65,1,5.0908903,15:02:2024 14:48:04
H4202674,1,1,1,27.1,66,1,5.0040738,15:02:2024 14:25:15
H4202675,1,1,1,26.6,65,1,3.4954439,15:02:2024 14:28:57
H4202676,1,1,1,27.1,65,1,5.0803537,15:02:2024 14:33:21
H4202677,1,1,1,26.9,65,1,5.009098,15:02:2024 14:45:23
H4202678,1,1,1,27.1,66,1,4.878098,15:02:2024 14:05:20
H4202679,1,1,1,26.9,65,1,5.6345597,15:02:2024 14:19:42
H4202680,1,1,1,27.3,65,1,3.400997,15:02:2024 14:12:29
H4202681,1,1,1,26.6,65,1,5.003048,15:02:2024 14:44:11
H4202682,1,1,1,27.1,66,1,4.87985,15:02:2024 14:22:30
H4202683,1,1,1,27.2,65,1,5.6403805,15:02:2024 13:25:15
H4202684,1,1,1,27,65,1,5.0700788,15:02:2024 14:19:11
H4202685,1,1,1,27,66,1,3.45373,15:02:2024 14:25:49
H4202686,1,1,1,27.5,66,1,3.6750989,15:02:2024 14:37:06
H4202687,1,1,1,27,65,1,3.6384453,15:02:2024 14:18:35
H4202688,1,1,1,27.2,65,1,5.0944707,15:02:2024 13:57:56
H4202689,1,1,1,27,66,1,4.9394046,15:02:2024 13:59:13
H4202690,1,1,1,27.5,67,1,5.6530047,15:02:2024 14:31:42
H4202691,1,1,1,27.5,65,1,4.3990448,15:02:2024 14:39:37
H4202692,1,1,1,27.3,66,1,3.4859437,15:02:2024 14:00:27
H4202693,1,1,1,27.5,65,1,5.606755,15:02:2024 13:27:44
H4202694,1,1,1,27,65,1,5.043039,15:02:2024 13:32:58
H4202695,1,1,1,27.3,66,1,5.0045643,15:02:2024 14:23:01
H4202696,1,1,1,27.1,65,1,3.6688564,15:02:2024 14:20:51
H4202697,1,1,1,27.5,65,1,5.0037,15:02:2024 14:30:28
H4202698,1,1,1,27.4,64,1,5.0097869,15:02:2024 14:32:14
H4202699,1,1,1,26.6,63,1,4.79898,15:02:2024 14:40:46
H4202700,1,1,1,27.1,63,1,3.46406,15:02:2024 13:29:22
H4202701,1,1,1,27.3,65,1,4.7079059,15:02:2024 14:01:05
H4202702,1,1,1,27.2,65,1,5.6033083,15:02:2024 13:28:17
H4202703,1,1,1,27,63,1,5.688954,15:02:2024 15:38:42
H4202704,1,1,1,27.3,66,1,5.095488,15:02:2024 15:09:42
H4202705,1,1,1,27.1,65,1,5.6003449,15:02:2024 15:26:42
H4202706,1,1,1,27.2,64,1,4.7000909,15:02:2024 15:02:34
H4202707,1,1,1,26.9,67,1,4.383457,15:02:2024 15:03:21
H4202708,1,1,1,27.2,67,1,4.7849387,15:02:2024 15:58:26
H4202709,1,1,1,26.8,63,1,4.954898,15:02:2024 15:19:09
H4202710,1,1,1,27,66,1,5.678306,15:02:2024 15:21:02
H4202711,1,1,1,26.9,64,1,5.0403873,15:02:2024 15:40:28
H4202712,1,1,1,27,65,1,4.9903684,15:02:2024 15:36:22
H4202713,1,1,1,26.7,66,1,5.0075403,15:02:2024 15:35:45
H4202714,1,1,1,27.2,66,1,3.490767,15:02:2024 15:31:50
H4202715,1,1,1,27,66,1,4.703545,15:02:2024 15:05:53
H4202716,1,1,1,27.4,66,1,4.3000907,15:02:2024 15:13:12
H4202717,1,1,1,27.1,64,1,5.0443709,15:02:2024 15:16:08
H4202718,1,1,1,26.8,66,1,5.07059,15:02:2024 15:22:25
H4202719,1,1,1,27.4,65,1,5.676009,15:02:2024 15:32:59
H4202720,1,1,1,26.9,65,1,5.6307769,15:02:2024 15:04:09
H4202721,1,1,1,27.4,64,1,4.9965043,15:02:2024 16:01:36
H4202722,1,1,1,27.2,67,1,4.9345067,15:02:2024 15:43:31
H4202723,1,1,1,27.3,63,1,5.0935955,15:02:2024 15:17:22
H4202724,1,1,1,27.1,64,1,5.0070337,15:02:2024 15:54:52
H4202725,1,1,1,26.9,66,1,4.308,15:02:2024 16:00:58
H4202726,1,1,1,26.8,65,1,4.3953304,15:02:2024 14:55:39
H4202727,1,1,1,27,63,1,5.6000706,15:02:2024 15:34:35
H4202728,1,1,1,27.2,67,1,4.838078,15:02:2024 14:56:35
H4202729,1,1,1,27,64,1,5.0939407,15:02:2024 15:29:10
H4202730,1,1,1,27.5,64,1,5.6700808,15:02:2024 15:24:52
H4202731,1,1,1,27.1,64,1,3.409003,15:02:2024 15:31:12
H4202732,1,1,1,26.9,65,1,5.0539846,15:02:2024 15:57:51
H4202733,1,1,1,27.1,66,1,3.6876057,15:02:2024 15:00:03
H4202734,1,1,1,27,66,1,4.9037343,15:02:2024 15:38:07
H4202735,1,1,1,27.1,65,1,4.9703058,15:02:2024 15:30:30
H4202736,1,1,1,27,65,1,5.6065975,15:02:2024 15:39:53
H4202737,1,1,1,27.3,65,1,5.0678594,15:02:2024 15:27:19
H4202738,1,1,1,26.9,64,1,3.6076004,15:02:2024 16:03:27
H4202739,1,1,1,27.1,63,1,5.0949007,15:02:2024 15:52:16
H4202740,1,1,1,27.8,64,1,3.4573586,15:02:2024 15:28:34
H4202741,1,1,1,26.9,65,1,4.7896077,15:02:2024 14:52:41
H4202742,1,1,1,26.8,66,1,4.90984,15:02:2024 16:06:00
H4202743,1,1,1,27.2,65,1,4.9750008,15:02:2024 15:56:06
H4202744,1,1,1,27.3,66,1,4.7767085,15:02:2024 15:55:30
H4202745,1,1,1,27.1,66,1,5.0554468,15:02:2024 15:23:00
H4202746,1,1,1,27.4,65,1,4.7003086,15:02:2024 15:25:31
H4202747,1,1,1,26.9,65,1,3.450367,15:02:2024 15:46:58
H4202748,1,1,1,27,64,1,5.0930504,15:02:2024 15:44:07
H4202749,1,1,1,27.3,64,1,5.6350688,15:02:2024 15:21:44
H4202750,1,1,1,27.4,66,1,4.7790705,15:02:2024 15:06:51
H4202751,1,1,1,26.9,63,1,5.0797995,15:02:2024 16:02:51
H4202752,1,1,1,27,63,1,3.6587363,15:02:2024 15:17:57
H4202753,1,1,1,27.4,65,1,4.3096006,15:02:2024 15:13:48
H4202754,1,1,1,26.7,66,1,3.6547934,15:02:2024 15:33:32
H4202755,1,1,1,27.1,65,1,4.8689535,15:02:2024 15:56:40
H4202756,1,1,1,26.7,64,1,5.0095993,15:02:2024 15:37:32
H4202757,1,1,1,27.2,66,1,3.4909088,15:02:2024 15:52:51
H4202758,1,1,1,26.7,65,1,5.650003,15:02:2024 15:10:19
H4202759,1,1,1,27.5,64,1,5.097058,15:02:2024 15:36:56
H4202760,1,1,1,27.5,65,1,3.6980908,15:02:2024 15:18:33
H4202761,1,1,1,27.2,65,1,4.356894,15:02:2024 15:20:24
H4202762,1,1,1,26.9,65,1,4.8036483,15:02:2024 15:07:46
H4202763,1,1,1,26.9,65,1,4.738893,15:02:2024 15:32:22
H4202764,1,1,1,27.1,65,1,4.9459709,15:02:2024 15:51:06
H4202765,1,1,1,28,66,1,5.0607964,15:02:2024 16:06:38
H4202766,1,1,1,26.8,66,1,4.8009075,15:02:2024 15:08:42
H4202767,1,1,1,27.3,66,1,5.0900356,15:02:2024 17:31:04
H4202768,1,1,1,27.2,65,1,4.3430563,15:02:2024 16:05:17
H4202769,1,1,1,27.5,64,1,5.6806337,15:02:2024 16:00:21
H4202770,1,1,1,26.7,66,1,4.36069,15:02:2024 15:26:05
H4202771,1,1,1,27.3,65,1,4.8508603,15:02:2024 15:47:50
H4202772,1,1,1,26.9,64,1,4.7400756,15:02:2024 15:10:56
H4202773,1,1,1,27.1,66,1,4.8004505,15:02:2024 15:48:23
H4202774,1,1,1,27.2,65,1,5.0600005,15:02:2024 15:57:17
H4202775,1,1,1,27.1,65,1,5.0089537,15:02:2024 15:19:44
H4202776,1,1,1,27.1,67,1,5.6845368,15:02:2024 15:49:37
H4202777,1,1,1,27.3,63,1,3.4505094,15:02:2024 15:54:16
H4202778,1,1,1,27.2,66,1,4.3758036,15:02:2024 16:04:04
H4202779,1,1,1,27,66,1,4.3700533,15:02:2024 15:44:45
H4202780,1,1,1,26.8,64,1,4.3458985,15:02:2024 14:53:50
H4202781,1,1,1,27,63,1,4.7000094,15:02:2024 15:23:38
H4202782,1,1,1,27.1,63,1,5.030909,15:02:2024 15:48:59
H4202783,1,1,1,26.8,66,1,3.6063878,15:02:2024 14:54:44
H4202784,1,1,1,27,62,1,5.0300395,15:02:2024 15:24:14
H4202785,1,1,1,27.3,64,1,4.90039,15:02:2024 15:01:41
H4202786,1,1,1,27.5,66,1,3.408986,15:02:2024 16:02:16
H4202787,1,1,1,27.2,65,1,4.3370956,15:02:2024 15:00:54
H4202788,1,1,1,26.5,65,1,5.0857059,15:02:2024 15:15:32
H4202789,1,1,1,27.4,64,1,5.636803,15:02:2024 15:14:24
H4202790,1,1,1,27.3,64,1,5.0705949,15:02:2024 15:41:44
H4202791,1,1,1,27.4,63,1,5.0895536,15:02:2024 14:58:22
H4202792,1,1,1,27.1,64,1,5.6496007,15:02:2024 15:42:56
H4202793,1,1,1,27.3,65,1,3.6709599,15:02:2024 15:41:07
H4202794,1,1,1,27.3,66,1,4.8800409,15:02:2024 14:53:17
H4202795,1,1,1,27.1,65,1,3.4808609,15:02:2024 15:12:37
H4202796,1,1,1,27.1,65,1,4.7680503,15:02:2024 16:04:41
H4202797,1,1,1,27.1,68,1,3.6336809,15:02:2024 14:59:13
H4202798,1,1,1,27.1,66,1,3.4400079,15:02:2024 15:59:01
H4202799,1,1,1,27.2,66,1,4.750708,15:02:2024 14:51:08
H4202800,1,1,1,27.1,67,1,5.0693047,15:02:2024 15:35:10
H4202801,1,1,1,26.7,65,1,5.0480606,15:02:2024 15:50:29
H4202802,1,1,1,27.3,65,1,5.0508066,15:02:2024 15:42:19
H4202803,1,1,1,26.9,66,1,3.6373899,15:02:2024 16:27:24
H4202804,1,1,1,26.7,67,1,4.9065507,15:02:2024 16:56:00
H4202805,1,1,1,26.6,65,1,5.0805087,15:02:2024 16:23:53
H4202806,1,1,1,26.4,66,1,3.400094,15:02:2024 16:20:56
H4202807,1,1,1,27,65,1,4.7573045,15:02:2024 16:55:25
H4202808,1,1,1,27.2,66,1,5.67556,15:02:2024 16:13:23
H4202809,1,1,1,27.1,65,1,4.833697,15:02:2024 16:35:07
H4202810,1,1,1,27,65,1,3.4006758,15:02:2024 16:26:50
H4202811,1,1,1,27.1,65,1,4.9009743,15:02:2024 17:18:22
H4202812,1,1,1,27.2,65,1,4.7303309,15:02:2024 16:53:07
H4202813,1,1,1,27.2,65,1,3.4008549,15:02:2024 16:34:31
H4202814,1,1,1,27.1,65,1,4.7007076,15:02:2024 16:43:32
H4202815,1,1,1,27,65,1,5.0337406,15:02:2024 16:18:38
H4202816,1,1,1,26.9,65,1,5.0706637,15:02:2024 17:20:36
H4202817,1,1,1,27,66,1,3.4660004,15:02:2024 16:19:47
H4202818,1,1,1,26.6,64,1,5.0036006,15:02:2024 16:40:44
H4202819,1,1,1,27.3,65,1,5.0568345,15:02:2024 16:33:17
H4202820,1,1,1,27.3,65,1,4.8804549,15:02:2024 16:59:04
H4202821,1,1,1,27.4,65,1,3.6000901,15:02:2024 16:36:28
H4202822,1,1,1,26.7,64,1,5.0597905,15:02:2024 16:54:15
H4202823,1,1,1,26.5,64,1,5.0000997,15:02:2024 16:22:46
H4202824,1,1,1,26.9,66,1,3.635954,15:02:2024 16:38:42
H4202825,1,1,1,27.2,65,1,4.8040739,15:02:2024 16:12:13
H4202826,1,1,1,27.1,65,1,5.0040395,15:02:2024 16:44:09
H4202827,1,1,1,27.1,65,1,4.79095,15:02:2024 16:30:28
H4202828,1,1,1,27.4,64,1,5.066656,15:02:2024 17:14:26
H4202829,1,1,1,27,64,1,4.7589066,15:02:2024 16:26:13
H4202830,1,1,1,27.4,66,1,4.3009054,15:02:2024 16:44:44
H4202831,1,1,1,27.1,64,1,4.780909,15:02:2024 16:24:28
H4202832,1,1,1,27.7,66,1,4.9003348,15:02:2024 16:41:39
H4202833,1,1,1,26.7,65,1,4.330363,15:02:2024 17:04:56
H4202834,1,1,1,27.4,65,1,4.8584344,15:02:2024 16:19:13
H4202835,1,1,1,26.9,65,1,5.0599053,15:02:2024 17:20:05
H4202836,1,1,1,27.4,66,1,4.3760503,15:02:2024 16:25:39
H4202837,1,1,1,27.1,65,1,5.090088,15:02:2024 16:15:12
H4202838,1,1,1,27.3,65,1,3.40575,15:02:2024 16:12:51
H4202839,1,1,1,27.3,65,1,4.304808,15:02:2024 16:59:39
H4202840,1,1,1,27.2,65,1,5.070695,15:02:2024 16:29:52
H4202841,1,1,1,26.8,65,1,4.9073056,15:02:2024 16:22:05
H4202842,1,1,1,27.2,65,1,5.0450695,15:02:2024 16:51:20
H4202843,1,1,1,27.1,65,1,5.0405043,15:02:2024 16:16:21
H4202844,1,1,1,27,64,1,5.07579,15:02:2024 16:53:41
H4202845,1,1,1,27,65,1,5.0000995,15:02:2024 16:48:55
H4202846,1,1,1,26.5,64,1,5.6388858,15:02:2024 16:31:40
H4202847,1,1,1,27.3,65,1,3.4799404,15:02:2024 17:10:48
H4202848,1,1,1,27.2,65,1,5.0775937,15:02:2024 16:45:57
H4202849,1,1,1,27.3,65,1,4.8000463,15:02:2024 17:17:46
H4202850,1,1,1,27,65,1,3.4533,15:02:2024 16:28:00
H4202851,1,1,1,27,66,1,4.7647737,15:02:2024 16:31:05
H4202852,1,1,1,27.4,65,1,4.7093033,15:02:2024 16:49:31
H4202853,1,1,1,27.1,65,1,4.8847009,15:02:2024 16:32:17
H4202854,1,1,1,26.9,66,1,4.309757,15:02:2024 16:29:18
H4202855,1,1,1,27,65,1,4.3800307,15:02:2024 16:13:58
H4202856,1,1,1,27.4,64,1,5.0800053,15:02:2024 16:16:55
H4202857,1,1,1,27.2,64,1,4.8309005,15:02:2024 17:04:19
H4202858,1,1,1,26.8,64,1,5.0080075,15:02:2024 17:09:41
H4202859,1,1,1,27.2,65,1,5.0487063,15:02:2024 16:09:48
H4202860,1,1,1,27,65,1,3.44065,15:02:2024 16:15:47
H4202861,1,1,1,26.8,65,1,5.6404706,15:02:2024 16:40:02
H4202862,1,1,1,26.8,65,1,5.005436,15:02:2024 16:47:10
H4202863,1,1,1,27.3,64,1,5.0077765,15:02:2024 17:17:12
H4202864,1,1,1,26.6,65,1,4.8000085,15:02:2024 16:28:41
H4202865,1,1,1,26.9,65,1,4.9506646,15:02:2024 17:21:17
H4202866,1,1,1,27.2,65,1,4.744348,15:02:2024 16:42:59
H4202867,1,1,1,26.7,65,1,5.0085388,15:02:2024 16:57:49
H4202868,1,1,1,27.2,65,1,5.0098546,15:02:2024 17:15:00
H4202869,1,1,1,27,65,1,5.0943,15:02:2024 17:06:55
H4202870,1,1,1,27.3,65,1,5.6800007,15:02:2024 17:11:22
H4202871,1,1,1,27.1,67,1,3.674704,15:02:2024 16:45:20
H4202872,1,1,1,27.1,65,1,4.39008,15:02:2024 17:13:14
H4202873,1,1,1,27.1,65,1,5.6736906,15:02:2024 17:16:07
H4202874,1,1,1,27.2,65,1,5.0870953,15:02:2024 16:18:05
H4202875,1,1,1,27.3,65,1,4.9064089,15:02:2024 16:33:58
H4202876,1,1,1,27.4,65,1,4.3789308,15:02:2024 17:12:05
H4202877,1,1,1,27.5,65,1,5.054957,15:02:2024 16:52:32
H4202878,1,1,1,27.4,65,1,5.0505005,15:02:2024 16:51:58
H4202879,1,1,1,27.2,65,1,3.4500676,15:02:2024 17:03:42
H4202880,1,1,1,27.7,66,1,4.3099045,15:02:2024 17:08:32
H4202881,1,1,1,27.1,66,1,5.6696086,15:02:2024 17:09:06
H4202882,1,1,1,26.7,66,1,5.635909,15:02:2024 16:50:41
H4202883,1,1,1,27.3,65,1,3.6905093,15:02:2024 16:42:16
H4202884,1,1,1,26.9,66,1,5.046378,15:02:2024 16:35:42
H4202885,1,1,1,27.5,65,1,5.070777,15:02:2024 17:13:53
H4202886,1,1,1,27.2,66,1,5.66906,15:02:2024 16:50:06
H4202887,1,1,1,26.8,65,1,5.6300045,15:02:2024 17:03:09
H4202888,1,1,1,27.3,65,1,3.4946004,15:02:2024 17:10:13
H4202889,1,1,1,27.8,65,1,3.4630869,15:02:2024 16:21:31
H4202890,1,1,1,27.1,65,1,4.3085453,15:02:2024 16:20:21
H4202891,1,1,1,27,66,1,5.0894056,15:02:2024 17:06:19
H4202892,1,1,1,26.9,64,1,4.8636045,15:02:2024 16:25:04
H4202893,1,1,1,27.3,66,1,3.4637305,15:02:2024 16:58:29
H4202894,1,1,1,27.5,65,1,3.6654949,15:02:2024 16:57:14
H4202895,1,1,1,26.7,62,1,5.0558683,15:02:2024 17:07:49
H4202896,1,1,1,27.2,63,1,4.8008065,15:02:2024 17:00:18
H4202897,1,1,1,26.9,64,1,5.0047547,15:02:2024 16:56:36
H4202898,1,1,1,27.3,63,1,5.6300474,15:02:2024 16:46:35
H4202899,1,1,1,27,63,1,4.7340039,15:02:2024 17:16:40
H4202900,1,1,1,27.6,63,1,5.03478,15:02:2024 17:18:57
H4202901,1,1,1,27.6,64,1,3.4005,15:02:2024 17:15:33
H4202902,1,1,1,26.9,62,1,5.0096305,15:02:2024 17:19:31
H4202903,1,1,1,27.1,63,1,4.7300364,15:02:2024 13:24:22
H4202904,1,1,1,27.4,63,1,3.6600309,15:02:2024 13:02:36
H4202905,1,1,1,26.6,65,1,4.8854639,15:02:2024 13:28:59
H4202906,1,1,1,26.7,63,1,5.0460585,15:02:2024 13:28:04
H4202907,1,1,1,26.7,63,1,4.8950344,15:02:2024 13:00:50
H4202908,1,1,1,26.6,62,1,3.4033049,15:02:2024 13:26:43
H4202909,1,1,1,27.5,62,1,3.4006967,15:02:2024 13:27:35
H4202910,1,1,1,27.1,62,1,5.0009039,15:02:2024 13:16:24
H4202911,1,1,1,27.8,64,1,4.804005,15:02:2024 12:54:15
H4202912,1,1,1,27.4,64,1,3.4033983,15:02:2024 13:21:32
H4202913,1,1,1,27.5,63,1,3.4070557,15:02:2024 12:51:28
H4202914,1,1,1,26.9,63,1,5.0000809,15:02:2024 13:04:28
H4202915,1,1,1,27.3,62,1,4.90067,15:02:2024 13:03:29
H4202916,1,1,1,27.2,63,1,5.0089843,15:02:2024 13:23:53
H4202917,1,1,1,27.1,62,1,4.3968039,15:02:2024 12:57:42
H4202918,1,1,1,27,65,1,3.6795897,15:02:2024 13:18:19
H4202919,1,1,1,27.2,62,1,4.7040733,15:02:2024 13:16:51
H4202920,1,1,1,28,64,1,3.440753,15:02:2024 13:14:08
H4202921,1,1,1,27.7,64,1,3.40639,15:02:2024 13:08:44
H4202922,1,1,1,26.5,65,1,5.0004891,15:02:2024 13:03:54
H4202923,1,1,1,27.2,65,1,4.9306005,15:02:2024 12:56:20
H4202924,1,1,1,27.3,65,1,5.0576474,15:02:2024 12:33:00
H4202925,1,1,1,26.2,64,1,4.8990478,15:02:2024 12:55:55
H4202926,1,1,1,27.1,62,1,4.7005009,15:02:2024 13:14:35
H4202927,1,1,1,27.7,63,1,5.0003006,15:02:2024 13:02:11
H4202928,1,1,1,27,64,1,4.363777,15:02:2024 12:48:52
H4202929,1,1,1,26.6,63,1,5.005008,15:02:2024 13:23:22
H4202930,1,1,1,27.4,65,1,5.0405707,15:02:2024 12:45:40
H4202931,1,1,1,27,63,1,5.0380086,15:02:2024 12:54:42
H4202932,1,1,1,26.9,65,1,4.874386,15:02:2024 12:12:58
H4202933,1,1,1,27.3,66,1,5.088635,15:02:2024 12:39:19
H4202934,1,1,1,26.7,63,1,4.350603,15:02:2024 13:13:14
H4202935,1,1,1,27.4,64,1,5.678034,15:02:2024 12:30:51
H4202936,1,1,1,26.9,66,1,3.4000558,15:02:2024 13:21:04
H4202937,1,1,1,27.3,63,1,4.989768,15:02:2024 12:43:50
H4202938,1,1,1,27.1,64,1,4.989768,15:02:2024 13:17:48
H4202939,1,1,1,27.4,63,1,5.0708033,15:02:2024 12:53:48
H4202940,1,1,1,27.3,64,1,4.8309774,15:02:2024 12:58:09
H4202941,1,1,1,27.2,65,1,3.485306,15:02:2024 12:41:37
H4202942,1,1,1,27.3,64,1,3.6540683,15:02:2024 13:22:55
H4202943,1,1,1,27.3,63,1,4.340056,15:02:2024 12:37:18
H4202944,1,1,1,27.1,65,1,4.958005,15:02:2024 13:18:45
H4202945,1,1,1,26.9,64,1,4.3785076,15:02:2024 13:06:23
H4202946,1,1,1,26.8,64,1,4.709788,15:02:2024 13:01:17
H4202947,1,1,1,27,65,1,5.0005347,15:02:2024 13:00:15
H4202948,1,1,1,27.3,65,1,4.968553,15:02:2024 13:11:04
H4202949,1,1,1,26.9,65,1,4.8374669,15:02:2024 12:50:55
H4202950,1,1,1,27.5,63,1,4.9805564,15:02:2024 12:41:10
H4202951,1,1,1,27.2,63,1,5.648,15:02:2024 13:10:02
H4202952,1,1,1,26.7,64,1,5.637684,15:02:2024 12:38:22
H4202953,1,1,1,27.5,63,1,5.056499,15:02:2024 12:59:40
H4202954,1,1,1,27.5,64,1,3.658037,15:02:2024 12:30:07
H4202955,1,1,1,27.2,65,1,5.0030508,15:02:2024 12:44:16
H4202956,1,1,1,27.4,64,1,3.6979505,15:02:2024 12:57:14
H4202957,1,1,1,27.4,65,1,3.4570065,15:02:2024 12:49:24
H4202958,1,1,1,27.3,64,1,4.7790909,15:02:2024 13:24:56
H4202959,1,1,1,27.2,63,1,4.345945,15:02:2024 12:58:46
H4202960,1,1,1,26.9,63,1,5.0545707,15:02:2024 13:20:29
H4202961,1,1,1,27.4,64,1,5.6856909,15:02:2024 13:22:12
H4202962,1,1,1,27,64,1,4.9307907,15:02:2024 13:26:16
H4202963,1,1,1,27.5,64,1,5.03808,15:02:2024 12:40:18
H4202964,1,1,1,26.6,65,1,3.6800004,15:02:2024 12:40:43
H4202965,1,1,1,27.6,64,1,5.0674694,15:02:2024 12:37:50
H4202966,1,1,1,27.4,65,1,5.0057053,15:02:2024 13:27:10
H4202967,1,1,1,26.9,64,1,4.79946,15:02:2024 13:25:51
H4202968,1,1,1,27.5,63,1,5.0375056,15:02:2024 12:50:01
H4202969,1,1,1,27.4,63,1,3.4896703,15:02:2024 12:56:46
H4202970,1,1,1,27.3,63,1,5.6854608,15:02:2024 12:55:09
H4202971,1,1,1,27.3,65,1,3.497779,15:02:2024 13:01:44
H4202972,1,1,1,26.7,64,1,4.9095387,15:02:2024 12:46:06
H4202973,1,1,1,27.2,65,1,4.7090635,15:02:2024 12:31:17
H4202974,1,1,1,27.4,65,1,5.6800466,15:02:2024 12:34:41
H4202975,1,1,1,27.4,64,1,4.8000496,15:02:2024 17:25:18
H4202976,1,1,1,27.2,65,1,3.6053378,15:02:2024 12:32:31
H4202977,1,1,1,27.3,65,1,5.6008066,15:02:2024 13:15:03
H4202978,1,1,1,27.4,65,1,5.6676385,15:02:2024 13:15:59
H4202979,1,1,1,27.1,66,1,5.0040708,15:02:2024 12:45:10
H4202980,1,1,1,27.4,64,1,5.6498981,15:02:2024 12:44:41
H4202981,1,1,1,27.5,66,1,4.36000704,15:02:2024 13:29:24
H4202982,1,1,1,27.2,65,1,5.6580075,15:02:2024 13:08:17
H4202983,1,1,1,27.3,64,1,5.0533739,15:02:2024 13:03:04
H4202984,1,1,1,26.7,65,1,5.004009,15:02:2024 12:33:59
H4202985,1,1,1,27.6,66,1,3.4709773,15:02:2024 12:42:33
H4202986,1,1,1,27.8,63,1,4.736974,15:02:2024 12:12:32
H4202987,1,1,1,27.3,65,1,3.654583,15:02:2024 13:28:34
H4202988,1,1,1,27.1,65,1,3.6749908,15:02:2024 12:51:55
H4202989,1,1,1,27.3,66,1,4.3770043,15:02:2024 12:33:27
H4202990,1,1,1,27.4,66,1,4.800365,15:02:2024 12:59:11
H4202991,1,1,1,27.2,66,1,5.0940854,15:02:2024 13:12:44
H4202992,1,1,1,27,64,1,4.7040006,15:02:2024 13:13:42
H4202993,1,1,1,26.9,65,1,4.8090079,15:02:2024 13:11:32
H4202994,1,1,1,26.7,64,1,5.0960576,15:02:2024 12:52:47
H4202995,1,1,1,26.6,63,1,4.9056783,15:02:2024 13:10:38
H4202996,1,1,1,26.8,65,1,5.0006605,15:02:2024 13:15:31
H4202997,1,1,1,27.1,65,1,3.6744037,15:02:2024 12:42:06
H4202998,1,1,1,26.6,65,1,3.4003797,15:02:2024 12:50:28
H4202999,1,1,1,26.7,66,1,3.4477956,15:02:2024 12:39:50
